"Story","Title","Result","Date","Stability","Duration (s)"
"Cadastro regra linha produto","Pesquisar/Editar uma regra linha de produto","SKIPPED","2018-08-24T14:34:05.099-03:00[America/Sao_Paulo]","0.0","0.0"
"Cadastro regra linha produto","Pesquisar/Excluir uma regra linha de produto","SKIPPED","2018-08-24T14:34:05.101-03:00[America/Sao_Paulo]","0.0","0.0"
"Cadastro regra local retirada","Cadastrar uma regra local de retirada - UC005 - Fluxo Principal","SKIPPED","2018-08-24T14:41:26.111-03:00[America/Sao_Paulo]","0.0","0.0"
"Cadastro regra local retirada","Pesquisar/Editar uma regra local de retirada","SKIPPED","2018-08-24T14:41:26.113-03:00[America/Sao_Paulo]","0.0","0.0"
"Cadastro regra local retirada","Pesquisar/Excluir uma local de retirada","SKIPPED","2018-08-24T14:41:26.116-03:00[America/Sao_Paulo]","0.0","0.0"
"Cadastro regra loja sem autonomia","Cadastrar uma regra loja sem autonomia - UC006 - Fluxo Principal","SKIPPED","2018-08-24T14:27:08.544-03:00[America/Sao_Paulo]","0.0","0.0"
"Cadastro regra loja sem autonomia","Pesquisar/Desativar uma regra loja sem autonomia","SKIPPED","2018-08-24T14:27:08.549-03:00[America/Sao_Paulo]","0.0","0.0"
"Cadastro regra loja sem autonomia","Pesquisar/Ativar uma regra loja sem autonomia","SKIPPED","2018-08-24T14:27:08.553-03:00[America/Sao_Paulo]","0.0","0.0"
"Cadastro regra tratativas","Pesquisar/Editar uma tratativa - UC001 - Manter Tratativas - Fluxo Principal","SKIPPED","2018-08-24T14:27:13.446-03:00[America/Sao_Paulo]","0.0","0.0"
"Atendimento cliente recibo troca pedido ag faturamento","Elaborar um pedido a vista com empenho em loja/normal","SKIPPED","2018-08-24T14:34:04.608-03:00[America/Sao_Paulo]","0.0","0.0"
"Atendimento cliente recibo troca pedido ag faturamento","Efetua o recebimento do pedido","SKIPPED","2018-08-24T14:34:04.611-03:00[America/Sao_Paulo]","0.0","0.0"
"Atendimento cliente recibo troca pedido ag faturamento","Elaborar um atendimento para o pedido realizado","SKIPPED","2018-08-24T14:34:04.614-03:00[America/Sao_Paulo]","0.0","0.0"
"Atendimento cliente recibo troca pedido ag faturamento","Elaborar um pedido utilizando o recibo de troca","SKIPPED","2018-08-24T14:34:04.619-03:00[America/Sao_Paulo]","0.0","0.0"
"Atendimento cliente recibo troca pedido ag faturamento","Efetua o recebimento do pedido feito com recibo de troca","SKIPPED","2018-08-24T14:34:04.623-03:00[America/Sao_Paulo]","0.0","0.0"
"Atendimento cliente recibo troca pedido deposito ag faturamento","Elaborar um pedido a vista com empenho em loja/normal","SKIPPED","2018-08-24T14:27:04.666-03:00[America/Sao_Paulo]","0.0","0.01"
"Atendimento cliente recibo troca pedido deposito ag faturamento","Efetua o recebimento do pedido","SKIPPED","2018-08-24T14:27:04.676-03:00[America/Sao_Paulo]","0.0","0.0"
"Atendimento cliente recibo troca pedido deposito ag faturamento","Elaborar um atendimento para o pedido realizado","SKIPPED","2018-08-24T14:27:04.681-03:00[America/Sao_Paulo]","0.0","0.01"
"Atendimento cliente recibo troca pedido deposito ag faturamento","Elaborar um pedido utilizando o recibo de troca","SKIPPED","2018-08-24T14:27:04.694-03:00[America/Sao_Paulo]","0.0","0.01"
"Atendimento cliente recibo troca pedido deposito ag faturamento","Efetua o recebimento do pedido feito com recibo de troca","SKIPPED","2018-08-24T14:27:04.704-03:00[America/Sao_Paulo]","0.0","0.0"
"Atendimento cliente recibo troca pedido deposito faturado","Elaborar um pedido a vista com empenho em loja/normal","SKIPPED","2018-08-24T14:27:05.981-03:00[America/Sao_Paulo]","0.0","0.01"
"Atendimento cliente recibo troca pedido deposito faturado","Efetua o recebimento do pedido","SKIPPED","2018-08-24T14:27:05.989-03:00[America/Sao_Paulo]","0.0","0.0"
"Atendimento cliente recibo troca pedido deposito faturado","Cria a nota de transferencia do CD 47 para o CD 221","SKIPPED","2018-08-24T14:27:05.998-03:00[America/Sao_Paulo]","0.0","0.0"
"Atendimento cliente recibo troca pedido deposito faturado","Fatura a nota de transferencia a nota no CD 221","SKIPPED","2018-08-24T14:27:06.008-03:00[America/Sao_Paulo]","0.0","0.0"
"Atendimento cliente recibo troca pedido deposito faturado","Elaborar um atendimento para o pedido realizado","SKIPPED","2018-08-24T14:27:06.013-03:00[America/Sao_Paulo]","0.0","0.01"
"Atendimento cliente recibo troca pedido deposito faturado","Cria a carga para associar ao controle de faturamento","SKIPPED","2018-08-24T14:27:06.028-03:00[America/Sao_Paulo]","0.0","0.0"
"Atendimento cliente recibo troca pedido deposito faturado","Processa a nota de transferencia a nota no CD 221","SKIPPED","2018-08-24T14:27:06.043-03:00[America/Sao_Paulo]","0.0","0.0"
"Atendimento cliente recibo troca pedido deposito faturado","Realiza o Recolhimento de Produto","SKIPPED","2018-08-24T14:27:06.056-03:00[America/Sao_Paulo]","0.0","0.0"
"Atendimento cliente recibo troca pedido deposito faturado","Elaborar um pedido utilizando o recibo de troca","SKIPPED","2018-08-24T14:27:06.061-03:00[America/Sao_Paulo]","0.0","0.0"
"Atendimento cliente recibo troca pedido deposito faturado","Efetua o recebimento do pedido feito com recibo de troca","SKIPPED","2018-08-24T14:27:06.068-03:00[America/Sao_Paulo]","0.0","0.0"
"Atendimento cliente recibo troca pedido faturado","Elaborar um pedido a vista com empenho em loja/normal","SKIPPED","2018-08-24T14:37:01.561-03:00[America/Sao_Paulo]","0.0","0.0"
"Atendimento cliente recibo troca pedido faturado","Efetua o recebimento do pedido","SKIPPED","2018-08-24T14:37:01.564-03:00[America/Sao_Paulo]","0.0","0.0"
"Atendimento cliente recibo troca pedido faturado","Fatura o pedido recebido","SKIPPED","2018-08-24T14:37:01.566-03:00[America/Sao_Paulo]","0.0","0.0"
"Atendimento cliente recibo troca pedido faturado","Elaborar um atendimento para o pedido realizado","SKIPPED","2018-08-24T14:37:01.568-03:00[America/Sao_Paulo]","0.0","0.0"
"Atendimento cliente recibo troca pedido faturado","Realiza Controle de Faturamento","SKIPPED","2018-08-24T14:37:01.574-03:00[America/Sao_Paulo]","0.0","0.0"
"Atendimento cliente recibo troca pedido faturado","Realiza o Recolhimento de Produto","SKIPPED","2018-08-24T14:37:01.577-03:00[America/Sao_Paulo]","0.0","0.0"
"Atendimento cliente recibo troca pedido faturado","Elaborar um pedido utilizando o recibo de troca","SKIPPED","2018-08-24T14:37:01.58-03:00[America/Sao_Paulo]","0.0","0.0"
"Atendimento cliente recibo troca pedido faturado","Efetua o recebimento do pedido feito com recibo de troca","SKIPPED","2018-08-24T14:37:01.584-03:00[America/Sao_Paulo]","0.0","0.0"
"Atendimento cliente recibo troca pedido loja financiado sem reversao","Elaborar um pedido a vista com empenho em loja/normal","SKIPPED","2018-08-24T14:25:41.974-03:00[America/Sao_Paulo]","0.0","0.02"
"Atendimento cliente recibo troca pedido loja financiado sem reversao","Efetua o recebimento do pedido","SKIPPED","2018-08-24T14:25:42.561-03:00[America/Sao_Paulo]","0.0","0.01"
"Atendimento cliente recibo troca pedido loja financiado sem reversao","Fatura o pedido recebido","SKIPPED","2018-08-24T14:25:42.577-03:00[America/Sao_Paulo]","0.0","0.0"
"Atendimento cliente recibo troca pedido loja financiado sem reversao","Elaborar um atendimento para o pedido realizado","SKIPPED","2018-08-24T14:25:42.589-03:00[America/Sao_Paulo]","0.0","0.02"
"Atendimento cliente recibo troca pedido loja financiado sem reversao","Elaborar um pedido utilizando o recibo de troca","SKIPPED","2018-08-24T14:25:42.621-03:00[America/Sao_Paulo]","0.0","0.02"
"Atendimento cliente recibo troca pedido loja financiado sem reversao","Efetua o recebimento do pedido feito com recibo de troca","SKIPPED","2018-08-24T14:25:42.646-03:00[America/Sao_Paulo]","0.0","0.0"
"Atendimento cliente recibo troca pedido loja financiado sem reversao","Cria a carga para associar ao controle de faturamento","SKIPPED","2018-08-24T14:25:42.656-03:00[America/Sao_Paulo]","0.0","0.01"
"Atendimento cliente recibo troca pedido loja financiado sem reversao","Cria a nota de transferencia do CD 47 para o CD 221","SKIPPED","2018-08-24T14:25:42.671-03:00[America/Sao_Paulo]","0.0","0.01"
"Atendimento cliente recibo troca pedido loja financiado sem reversao","Processa a nota de transferencia a nota no CD 221","SKIPPED","2018-08-24T14:25:42.687-03:00[America/Sao_Paulo]","0.0","0.01"
"Atendimento cliente recibo troca pedido loja financiado sem reversao","Fatura a nota de transferencia a nota no CD 221","SKIPPED","2018-08-24T14:25:42.703-03:00[America/Sao_Paulo]","0.0","0.0"
"Atendimento cliente recibo troca pedido loja financiado sem reversao","Realiza o Recolhimento de Produto","SKIPPED","2018-08-24T14:25:42.711-03:00[America/Sao_Paulo]","0.0","0.01"
"Atendimento cliente troca simplificada deposito","Elaborar um pedido a vista com empenho em deposito/normal","SKIPPED","2018-08-24T14:27:11.823-03:00[America/Sao_Paulo]","0.0","0.0"
"Atendimento cliente troca simplificada deposito","Efetua o recebimento do pedido","SKIPPED","2018-08-24T14:27:11.827-03:00[America/Sao_Paulo]","0.0","0.0"
"Atendimento cliente troca simplificada deposito","Cria a carga para associar ao controle de faturamento","SKIPPED","2018-08-24T14:27:11.829-03:00[America/Sao_Paulo]","0.0","0.0"
"Atendimento cliente troca simplificada deposito","Cria a nota de transferencia do CD 47 para o CD 221","SKIPPED","2018-08-24T14:27:11.831-03:00[America/Sao_Paulo]","0.0","0.0"
"Atendimento cliente troca simplificada deposito","Elaborar um atendimento para o pedido realizado","SKIPPED","2018-08-24T14:27:11.838-03:00[America/Sao_Paulo]","0.0","0.01"
"Atendimento cliente troca simplificada deposito","Cria a carga para associar ao controle de faturamento TIPO R","SKIPPED","2018-08-24T14:27:11.847-03:00[America/Sao_Paulo]","0.0","0.0"
"Atendimento cliente troca simplificada deposito","Processa a nota de transferencia a nota no CD 221","SKIPPED","2018-08-24T14:27:11.856-03:00[America/Sao_Paulo]","0.0","0.0"
"Atendimento cliente troca simplificada deposito","Fatura a nota de transferencia a nota no CD 221","SKIPPED","2018-08-24T14:27:11.861-03:00[America/Sao_Paulo]","0.0","0.0"
"Atendimento cliente troca simplificada deposito","Realiza o Recolhimento de Produto","SKIPPED","2018-08-24T14:27:11.865-03:00[America/Sao_Paulo]","0.0","0.0"
"Atendimento cliente troca simplificada loja","Elaborar um pedido a vista com empenho em loja/normal","SKIPPED","2018-08-24T14:27:04.916-03:00[America/Sao_Paulo]","0.0","0.01"
"Atendimento cliente troca simplificada loja","Efetua o recebimento do pedido","SKIPPED","2018-08-24T14:27:04.924-03:00[America/Sao_Paulo]","0.0","0.0"
"Atendimento cliente troca simplificada loja","Fatura o pedido recebido","SKIPPED","2018-08-24T14:27:04.929-03:00[America/Sao_Paulo]","0.0","0.0"
"Atendimento cliente troca simplificada loja","Elaborar um atendimento para o pedido realizado","SKIPPED","2018-08-24T14:27:04.933-03:00[America/Sao_Paulo]","0.0","0.01"
"Atendimento cliente troca simplificada loja","Fatura o pedido criado na troca simplificada","SKIPPED","2018-08-24T14:27:04.947-03:00[America/Sao_Paulo]","0.0","0.0"
"Atendimento cliente troca simplificada loja","Realiza o Recolhimento de Produto","SKIPPED","2018-08-24T14:27:04.95-03:00[America/Sao_Paulo]","0.0","0.0"
"Atendimento cliente troca simplificada pedido finan","Elaborar um pedido a vista com empenho em loja/normal","SKIPPED","2018-08-24T14:41:26.518-03:00[America/Sao_Paulo]","0.0","0.0"
"Atendimento cliente troca simplificada pedido finan","Efetua o recebimento do pedido - OBS.","SKIPPED","2018-08-24T14:41:26.522-03:00[America/Sao_Paulo]","0.0","0.0"
"Atendimento cliente troca simplificada pedido finan","Elaborar um atendimento para o pedido realizado","SKIPPED","2018-08-24T14:41:26.525-03:00[America/Sao_Paulo]","0.0","0.01"
"Atendimento cliente troca simplificada pedido finan","Fatura o pedido criado na troca simplificada","SKIPPED","2018-08-24T14:41:26.533-03:00[America/Sao_Paulo]","0.0","0.0"
"Atendimento cliente troca simplificada pedido finan","Realiza o Recolhimento de Produto","SKIPPED","2018-08-24T14:41:26.535-03:00[America/Sao_Paulo]","0.0","0.0"
"Devolucao parcial pedido cartao","Controle de Faturamento PDV","SKIPPED","2018-08-24T14:27:10.308-03:00[America/Sao_Paulo]","0.0","0.0"
"Pesquisa atendimento","UC015 - Consultar atendimentos","SKIPPED","2018-08-24T14:30:34.009-03:00[America/Sao_Paulo]","0.0","0.0"
"Troca devolucao um produto","Elaborar um pedido a vista","SKIPPED","2018-08-24T14:41:24.122-03:00[America/Sao_Paulo]","0.0","0.0"
"Troca devolucao um produto","Efetua o recebimento do pedido","SKIPPED","2018-08-24T14:41:24.125-03:00[America/Sao_Paulo]","0.0","0.0"
"Troca devolucao um produto","Controle de Faturamento PDV","SKIPPED","2018-08-24T14:41:24.126-03:00[America/Sao_Paulo]","0.0","0.0"
"Troca devolucao um produto","Elaboração de Pré-recibo","SKIPPED","2018-08-24T14:41:24.128-03:00[America/Sao_Paulo]","0.0","0.01"
"Troca devolucao um produto","Elaborar um pedido a vista com rebibo de troca do pedido anterior","SKIPPED","2018-08-24T14:41:24.138-03:00[America/Sao_Paulo]","0.0","0.0"
"Troca devolucao um servico","Elaborar um pedido a vista","SKIPPED","2018-08-24T14:27:09.435-03:00[America/Sao_Paulo]","0.0","0.0"
"Troca devolucao um servico","Efetua o recebimento do pedido","SKIPPED","2018-08-24T14:27:09.447-03:00[America/Sao_Paulo]","0.0","0.0"
"Troca devolucao um servico","Elaboração de Pré-recibo","SKIPPED","2018-08-24T14:27:09.451-03:00[America/Sao_Paulo]","0.0","0.01"
"Troca um servico","Elaborar um pedido a vista","SKIPPED","2018-08-24T14:38:14.442-03:00[America/Sao_Paulo]","0.0","0.0"
